cluster,gmm_bic_precision,gmm_bic_recall,gmm_bic_f1,gmm_bic_contam,gmm_bic_runtime_s,hdbscan_precision,hdbscan_recall,hdbscan_f1,hdbscan_contam,hdbscan_runtime_s,heuristic_cut_precision,heuristic_cut_recall,heuristic_cut_f1,heuristic_cut_contam,heuristic_cut_runtime_s,mctnc_precision,mctnc_recall,mctnc_f1,mctnc_contam,mctnc_runtime_s,tier
UBC1028,0.9090909090909092,1.0,0.9523809523809524,0.0909090909090909,1.168730500037782,1.0,1.0,1.0,0.0,0.0284937000033096,1.0,1.0,1.0,0.0,0.0093731000088155,1.0,1.0,1.0,0.0,0.2497906999196857,0
UBC1029,0.0,0.0,0.0,1.0,0.6854277000529692,1.0,0.9361702127659576,0.967032967032967,0.0,0.0360041000021738,1.0,0.9361702127659576,0.967032967032967,0.0,0.0130418000044301,1.0,0.9772727272727272,0.9885057471264368,0.0,0.1611514000687748,1
UBC1030,0.9583333333333334,1.0,0.9787234042553192,0.0416666666666666,0.9475932999048382,1.0,1.0,1.0,0.0,0.0269744999968679,1.0,1.0,1.0,0.0,0.0077697000233456,1.0,1.0,1.0,0.0,0.1404585998971015,0
UBC1031,1.0,1.0,1.0,0.0,0.8969104000134394,1.0,1.0,1.0,0.0,0.0343427999978303,1.0,1.0,1.0,0.0,0.0128254999872297,1.0,0.9333333333333332,0.9655172413793104,0.0,0.1529481000034138,2
UBC1032,1.0,1.0,1.0,0.0,0.763236099970527,1.0,1.0,1.0,0.0,0.0270626000055926,1.0,1.0,1.0,0.0,0.0074382000602781,1.0,1.0,1.0,0.0,0.1209722999483347,0
UBC1033,1.0,0.9705882352941176,0.9850746268656716,0.0,1.2029251999920234,1.0,0.9705882352941176,0.9850746268656716,0.0,0.0316482999987783,1.0,0.9705882352941176,0.9850746268656716,0.0,0.0143114998936653,1.0,0.9696969696969696,0.9846153846153848,0.0,0.1274125999771058,1
UBC1034,1.0,1.0,1.0,0.0,1.1841645000968128,1.0,1.0,1.0,0.0,0.0367981999952462,1.0,1.0,1.0,0.0,0.0143788000568747,1.0,1.0,1.0,0.0,0.1554392999969422,0
UBC1035,1.0,1.0,1.0,0.0,0.8179199999431148,1.0,1.0,1.0,0.0,0.0459506000042893,1.0,1.0,1.0,0.0,0.0208053999813273,1.0,0.8839285714285714,0.9383886255924172,0.0,0.1587121000047773,2
UBC1036,1.0,1.0,1.0,0.0,0.6638105999445543,1.0,1.0,1.0,0.0,0.0463214000046718,1.0,1.0,1.0,0.0,0.0205183000070974,1.0,0.9553571428571428,0.9771689497716896,0.0,0.1451771000865847,1
UBC1037,1.0,0.9882352941176472,0.9940828402366864,0.0,0.9791378999361768,1.0,0.9882352941176472,0.9940828402366864,0.0,0.0564278999954694,1.0,0.9882352941176472,0.9940828402366864,0.0,0.0262869999278336,1.0,0.988095238095238,0.9940119760479044,0.0,0.1453657000092789,1
UBC1038,1.0,1.0,1.0,0.0,1.1261589999776334,1.0,1.0,1.0,0.0,0.0438152999995509,1.0,1.0,1.0,0.0,0.0113465000176802,1.0,0.9607843137254902,0.98,0.0,0.1522301000077277,1
UBC1039,1.0,0.9655172413793104,0.9824561403508772,0.0,1.2403695000102744,1.0,0.9655172413793104,0.9824561403508772,0.0,0.0373142000025836,1.0,0.9655172413793104,0.9824561403508772,0.0,0.016248199972324,1.0,1.0,1.0,0.0,0.1338324000826105,0
UBC1040,1.0,1.0,1.0,0.0,1.0378538999939335,1.0,1.0,1.0,0.0,0.0336305999953765,1.0,1.0,1.0,0.0,0.0106268000090494,1.0,1.0,1.0,0.0,0.1301237000152468,0
UBC1041,1.0,1.0,1.0,0.0,1.2182961999205872,1.0,1.0,1.0,0.0,0.0328515000001061,1.0,1.0,1.0,0.0,0.0085899999830871,1.0,0.8571428571428571,0.923076923076923,0.0,0.1412434999365359,2
UBC1042,1.0,0.9894736842105264,0.9947089947089948,0.0,1.015385300037451,1.0,0.9894736842105264,0.9947089947089948,0.0,0.053136299997277,1.0,0.9894736842105264,0.9947089947089948,0.0,0.0216715999413281,1.0,0.9042553191489362,0.9497206703910616,0.0,0.1462215000065043,2
UBC1043,1.0,1.0,1.0,0.0,1.3405340999597684,1.0,1.0,1.0,0.0,0.0309291000012308,1.0,1.0,1.0,0.0,0.0116438999539241,1.0,0.9032258064516128,0.9491525423728812,0.0,0.1282690999796614,2
UBC1044,1.0,1.0,1.0,0.0,1.0076269999844951,1.0,1.0,1.0,0.0,0.0295791000025928,1.0,1.0,1.0,0.0,0.0162149000680074,1.0,1.0,1.0,0.0,0.1264234000118449,0
UBC1045,1.0,0.9814814814814816,0.9906542056074767,0.0,0.9195978998905048,1.0,0.9814814814814816,0.9906542056074767,0.0,0.0350255000012111,1.0,0.9814814814814816,0.9906542056074767,0.0,0.013131899992004,1.0,0.981132075471698,0.9904761904761904,0.0,0.1377630000934004,1
UBC1046,1.0,1.0,1.0,0.0,1.0919034000253305,1.0,1.0,1.0,0.0,0.028258199999982,1.0,1.0,1.0,0.0,0.0116369000170379,1.0,1.0,1.0,0.0,0.1309669000329449,0
UBC1047,1.0,0.9705882352941176,0.9850746268656716,0.0,0.8791360000614077,1.0,0.9705882352941176,0.9850746268656716,0.0,0.0272764000037568,1.0,0.9705882352941176,0.9850746268656716,0.0,0.0096614999929443,1.0,1.0,1.0,0.0,0.1309544999385252,0
UBC1048,1.0,1.0,1.0,0.0,0.7984322999836877,1.0,1.0,1.0,0.0,0.0363245000044116,1.0,1.0,1.0,0.0,0.0173717000288888,1.0,0.9655172413793104,0.9824561403508772,0.0,0.1545391000108793,1
UBC1049,1.0,0.987012987012987,0.9934640522875816,0.0,0.4466267999960109,1.0,0.987012987012987,0.9934640522875816,0.0,0.0477901999984169,1.0,0.987012987012987,0.9934640522875816,0.0,0.029644800000824,1.0,0.087719298245614,0.1612903225806451,0.0,0.1426503000548109,2
UBC1050,1.0,1.0,1.0,0.0,0.9398389999987558,0.0,0.0,0.0,1.0,0.0289703000016743,1.0,1.0,1.0,0.0,0.0095192000735551,1.0,1.0,1.0,0.0,0.1313466998981312,0
UBC1051,1.0,0.975,0.9873417721518988,0.0,1.1189814999233931,1.0,0.975,0.9873417721518988,0.0,0.0504268000004231,1.0,0.975,0.9873417721518988,0.0,0.0211967999348416,1.0,1.0,1.0,0.0,0.1607244999613613,0
UBC1052,1.0,0.967741935483871,0.9836065573770492,0.0,1.0514109999639911,1.0,0.967741935483871,0.9836065573770492,0.0,0.0316795000035199,1.0,0.967741935483871,0.9836065573770492,0.0,0.009112500003539,1.0,1.0,1.0,0.0,0.1386600999394431,0
UBC1053,1.0,0.967741935483871,0.9836065573770492,0.0,0.707068599993363,1.0,0.967741935483871,0.9836065573770492,0.0,0.0385996999975759,1.0,0.967741935483871,0.9836065573770492,0.0,0.0141464000334963,1.0,0.9666666666666668,0.983050847457627,0.0,0.1256988999666646,1
UBC1054,1.0,1.0,1.0,0.0,1.089326300076209,1.0,1.0,1.0,0.0,0.0317742999977781,1.0,1.0,1.0,0.0,0.008766199927777,1.0,0.925925925925926,0.9615384615384616,0.0,0.1856397000374272,2
UBC1055,1.0,1.0,1.0,0.0,1.097021900000982,1.0,1.0,1.0,0.0,0.0338308999998844,1.0,1.0,1.0,0.0,0.0146867000730708,1.0,0.979591836734694,0.9896907216494846,0.0,0.1360052999807521,1
UBC1056,1.0,1.0,1.0,0.0,0.7691123000113294,1.0,1.0,1.0,0.0,0.0298833999986527,1.0,1.0,1.0,0.0,0.007809100090526,1.0,0.9545454545454546,0.9767441860465116,0.0,0.1355481999926269,1
UBC1057,1.0,0.988826815642458,0.9943820224719102,0.0,0.7575859000207856,1.0,0.988826815642458,0.9943820224719102,0.0,0.0468930999995791,1.0,0.988826815642458,0.9943820224719102,0.0,0.0239155000308528,1.0,0.9548022598870056,0.976878612716763,0.0,0.1480468999361619,1
UBC1058,1.0,1.0,1.0,0.0,0.8951945999870077,1.0,1.0,1.0,0.0,0.0331108000027597,1.0,1.0,1.0,0.0,0.0120480000041425,1.0,1.0,1.0,0.0,0.1369934000540524,0
UBC1059,1.0,1.0,1.0,0.0,0.8913157000206411,1.0,1.0,1.0,0.0,0.0294168999971589,1.0,1.0,1.0,0.0,0.0133377000456675,1.0,1.0,1.0,0.0,0.122688699979335,0
UBC1060,1.0,0.9574468085106383,0.9782608695652174,0.0,1.1087172999978063,1.0,0.9574468085106383,0.9782608695652174,0.0,0.0333258999962708,1.0,0.9574468085106383,0.9782608695652174,0.0,0.0129092000424861,1.0,0.9777777777777776,0.9887640449438202,0.0,0.1333239000523463,1
UBC1061,1.0,1.0,1.0,0.0,1.042667799978517,1.0,1.0,1.0,0.0,0.0398732000030577,1.0,1.0,1.0,0.0,0.0181911999825388,1.0,1.0,1.0,0.0,0.1557714999653399,0
UBC1062,1.0,1.0,1.0,0.0,0.8341711000539362,1.0,1.0,1.0,0.0,0.0304073999941465,1.0,1.0,1.0,0.0,0.0099264000309631,1.0,1.0,1.0,0.0,0.1373036000877618,0
UBC1063,1.0,1.0,1.0,0.0,1.385417699930258,1.0,1.0,1.0,0.0,0.0402337000050465,1.0,1.0,1.0,0.0,0.0161787000251933,1.0,0.943661971830986,0.9710144927536232,0.0,0.1409879999700933,2
UBC1064,0.0,0.0,0.0,1.0,0.4220732999965548,0.9,1.0,0.9473684210526316,0.0999999999999999,0.0473447999975178,1.0,1.0,1.0,0.0,0.0194177000084891,1.0,0.9797979797979798,0.989795918367347,0.0,0.1305325999855995,1
UBC1065,0.8571428571428571,1.0,0.923076923076923,0.1428571428571429,1.1871783999959007,1.0,1.0,1.0,0.0,0.02635129999544,0.0,0.0,0.0,1.0,0.0105717000551521,1.0,1.0,1.0,0.0,0.1262625999515876,0
UBC1066,1.0,1.0,1.0,0.0,0.8439850000431761,1.0,1.0,1.0,0.0,0.0308060000024852,1.0,1.0,1.0,0.0,0.0109962999122217,1.0,1.0,1.0,0.0,0.1301974999951198,0
UBC1067,1.0,1.0,1.0,0.0,0.589535600040108,1.0,1.0,1.0,0.0,0.0355214000010164,1.0,1.0,1.0,0.0,0.0149589999346062,1.0,0.925925925925926,0.9615384615384616,0.0,0.1271493999520316,2
UBC1068,0.0,0.0,0.0,1.0,1.046570900012739,0.0996677740863787,1.0,0.1812688821752265,0.9003322259136213,0.0299568000045837,0.1421800947867298,1.0,0.2489626556016597,0.8578199052132701,0.012029500096105,0.9032258064516128,0.9333333333333332,0.918032786885246,0.0967741935483871,0.1435782000189647,4
UBC1069,1.0,1.0,1.0,0.0,0.9160601999610662,1.0,1.0,1.0,0.0,0.0286092999958782,1.0,1.0,1.0,0.0,0.0104017000412568,1.0,1.0,1.0,0.0,0.1360595000442117,0
UBC1070,1.0,1.0,1.0,0.0,0.9258926999755204,1.0,1.0,1.0,0.0,0.0249957999985781,1.0,1.0,1.0,0.0,0.0087562999688088,1.0,1.0,1.0,0.0,0.1471537000034004,0
UBC1071,1.0,0.9444444444444444,0.9714285714285714,0.0,1.808028700063005,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0279159000056097,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0068618999794125,1.0,1.0,1.0,0.0,0.127800100017339,0
UBC1072,1.0,1.0,1.0,0.0,0.7299717999994755,1.0,1.0,1.0,0.0,0.040058599995973,1.0,1.0,1.0,0.0,0.0166335999965667,1.0,0.9743589743589745,0.9870129870129868,0.0,0.1314849999034777,1
UBC1073,1.0,0.98989898989899,0.9949238578680204,0.0,0.8879726000595838,1.0,0.98989898989899,0.9949238578680204,0.0,0.0457005999996908,1.0,0.98989898989899,0.9949238578680204,0.0,0.0276904000202193,1.0,0.9693877551020408,0.9844559585492229,0.0,0.1353923000860959,1
UBC1074,1.0,1.0,1.0,0.0,0.7127687999745831,0.0,0.0,0.0,1.0,0.0315252999935182,1.0,1.0,1.0,0.0,0.0109398999484255,1.0,1.0,1.0,0.0,0.1237685999367386,0
UBC1075,1.0,0.9743589743589745,0.9870129870129868,0.0,0.8772531000431627,0.0,0.0,0.0,1.0,0.038127900006657,1.0,0.9743589743589745,0.9870129870129868,0.0,0.0135121999774128,1.0,1.0,1.0,0.0,0.1394609999842941,0
UBC1076,1.0,1.0,1.0,0.0,0.9696314999600872,1.0,1.0,1.0,0.0,0.0316012999974191,1.0,1.0,1.0,0.0,0.0107101999456062,1.0,1.0,1.0,0.0,0.1386593000497669,0
UBC1077,1.0,1.0,1.0,0.0,0.850677500013262,1.0,1.0,1.0,0.0,0.040790899998683,1.0,1.0,1.0,0.0,0.0163033999269828,1.0,0.8852459016393442,0.9391304347826086,0.0,0.1375933999661356,2
UBC1078,1.0,0.9791666666666666,0.9894736842105264,0.0,0.8539694999344647,1.0,0.9791666666666666,0.9894736842105264,0.0,0.0338821000041207,1.0,0.9791666666666666,0.9894736842105264,0.0,0.012875200016424,1.0,1.0,1.0,0.0,0.1354416999965906,0
UBC1079,1.0,1.0,1.0,0.0,0.8443394999485463,1.0,1.0,1.0,0.0,0.0277797999951872,1.0,1.0,1.0,0.0,0.0136659999843686,1.0,1.0,1.0,0.0,0.1279815000016242,0
UBC1080,1.0,0.9866666666666668,0.9932885906040269,0.0,0.7444012999767438,1.0,0.9866666666666668,0.9932885906040269,0.0,0.0411362999948323,1.0,0.9866666666666668,0.9932885906040269,0.0,0.0166652000043541,1.0,1.0,1.0,0.0,0.1327488000970333,0
UBC1081,1.0,1.0,1.0,0.0,1.0351620999863371,1.0,1.0,1.0,0.0,0.0353695000012521,1.0,1.0,1.0,0.0,0.0141078000888228,1.0,0.9423076923076924,0.9702970297029704,0.0,0.1750680999830365,2
UBC1082,1.0,1.0,1.0,0.0,0.93121280008927,1.0,1.0,1.0,0.0,0.0308427999989362,1.0,1.0,1.0,0.0,0.0104650999419391,1.0,1.0,1.0,0.0,0.2341220999369397,0
UBC1083,1.0,1.0,1.0,0.0,0.6658331999788061,1.0,1.0,1.0,0.0,0.0259139999980106,1.0,1.0,1.0,0.0,0.0076860999688506,1.0,1.0,1.0,0.0,0.1409229999408126,0
UBC1084,1.0,1.0,1.0,0.0,0.885034800041467,1.0,1.0,1.0,0.0,0.0330014999999548,1.0,1.0,1.0,0.0,0.0098509000381454,1.0,0.9375,0.967741935483871,0.0,0.1485176999121904,2
UBC1085,1.0,0.9838709677419356,0.991869918699187,0.0,1.2936953000025824,1.0,0.9838709677419356,0.991869918699187,0.0,0.0359358999994583,1.0,0.9838709677419356,0.991869918699187,0.0,0.0162202999927103,1.0,0.9344262295081968,0.9661016949152544,0.0,0.1382658000802621,2
UBC1086,1.0,1.0,1.0,0.0,1.058262100093998,1.0,1.0,1.0,0.0,0.0367146000062348,1.0,1.0,1.0,0.0,0.0131577999563887,1.0,1.0,1.0,0.0,0.1240206999937072,0
UBC1087,1.0,1.0,1.0,0.0,1.0685526001034304,1.0,1.0,1.0,0.0,0.0271968000015476,1.0,1.0,1.0,0.0,0.0086768999462947,1.0,0.9473684210526316,0.972972972972973,0.0,0.1425171999726444,2
UBC1088,1.0,0.9696969696969696,0.9846153846153848,0.0,1.4191029000794515,1.0,0.9696969696969696,0.9846153846153848,0.0,0.0321989000003668,1.0,0.9696969696969696,0.9846153846153848,0.0,0.0104290000163018,1.0,1.0,1.0,0.0,0.1253817999968305,0
UBC1089,1.0,1.0,1.0,0.0,0.9370891000144184,1.0,1.0,1.0,0.0,0.0309024000016506,1.0,1.0,1.0,0.0,0.0096502000233158,1.0,0.9142857142857144,0.955223880597015,0.0,0.1359402000671252,2
UBC1090,0.8260869565217391,0.95,0.8837209302325583,0.1739130434782608,0.8292215000838041,1.0,0.95,0.9743589743589745,0.0,0.0304069999983767,1.0,0.95,0.9743589743589745,0.0,0.0067280000075697,1.0,1.0,1.0,0.0,0.1294488999992609,0
UBC1091,1.0,0.9836065573770492,0.9917355371900828,0.0,0.7183244000189006,1.0,0.9836065573770492,0.9917355371900828,0.0,0.0366066999995382,1.0,0.9836065573770492,0.9917355371900828,0.0,0.0135213000467047,1.0,0.9,0.9473684210526316,0.0,0.1588604999706149,2
UBC1092,1.0,1.0,1.0,0.0,0.8766327999765053,1.0,1.0,1.0,0.0,0.0283616000015172,1.0,1.0,1.0,0.0,0.0086733000352978,1.0,0.9642857142857144,0.9818181818181818,0.0,0.1294425999512896,1
UBC1093,1.0,0.9896907216494846,0.9948186528497408,0.0,0.7228621999965981,1.0,0.9896907216494846,0.9948186528497408,0.0,0.0458999000038602,1.0,0.9896907216494846,0.9948186528497408,0.0,0.0260830000042915,1.0,1.0,1.0,0.0,0.166381400078535,0
UBC1094,1.0,1.0,1.0,0.0,0.9093507999787108,1.0,1.0,1.0,0.0,0.0480779999998048,1.0,1.0,1.0,0.0,0.0194587999721989,1.0,0.9873417721518988,0.9936305732484078,0.0,0.1548144998960197,1
UBC1095,0.6935483870967742,1.0,0.8190476190476191,0.3064516129032257,1.063367700087838,1.0,1.0,1.0,0.0,0.0317385000016656,1.0,1.0,1.0,0.0,0.0118492000037804,1.0,1.0,1.0,0.0,0.1488174999831244,0
UBC1096,1.0,1.0,1.0,0.0,1.2835307999048382,1.0,1.0,1.0,0.0,0.0265911000024061,1.0,1.0,1.0,0.0,0.0073320000665262,1.0,1.0,1.0,0.0,0.1470512000378221,0
UBC1097,1.0,1.0,1.0,0.0,0.6497071000048891,1.0,1.0,1.0,0.0,0.0283673999947495,1.0,1.0,1.0,0.0,0.0079829000169411,1.0,1.0,1.0,0.0,0.1303533000173047,0
UBC1098,0.9047619047619048,1.0,0.95,0.0952380952380952,1.223416900029406,1.0,1.0,1.0,0.0,0.0248556000005919,1.0,1.0,1.0,0.0,0.0063287999946624,1.0,1.0,1.0,0.0,0.1352911000140011,0
UBC1099,1.0,1.0,1.0,0.0,0.9388841999461874,1.0,1.0,1.0,0.0,0.0315692000003764,1.0,1.0,1.0,0.0,0.0108142000390216,1.0,1.0,1.0,0.0,0.132154899998568,0
UBC1100,1.0,1.0,1.0,0.0,0.948052000021562,1.0,1.0,1.0,0.0,0.0329343999983393,1.0,1.0,1.0,0.0,0.0129165999824181,1.0,1.0,1.0,0.0,0.1238878000294789,0
UBC1101,1.0,1.0,1.0,0.0,1.4912277999101209,1.0,1.0,1.0,0.0,0.0360434000031091,1.0,1.0,1.0,0.0,0.0143237001029774,1.0,1.0,1.0,0.0,0.1377847000258043,0
UBC1102,0.0,0.0,0.0,1.0,1.4182792999781668,1.0,1.0,1.0,0.0,0.0328704000057769,1.0,1.0,1.0,0.0,0.0123013999545946,1.0,0.8444444444444444,0.9156626506024096,0.0,0.1439631000394001,2
UBC1103,0.0,0.0,0.0,1.0,0.9740811000810936,0.4672897196261682,1.0,0.6369426751592356,0.5327102803738317,0.0351576000030036,0.2242990654205607,0.96,0.3636363636363636,0.7757009345794392,0.0169233999913558,0.1742160278745644,1.0,0.2967359050445104,0.8257839721254355,0.238705400028266,3
UBC1104,0.0,0.0,0.0,1.0,0.8735892999684438,0.9375,0.9574468085106383,0.9473684210526316,0.0625,0.0329027000043424,0.5294117647058824,0.9574468085106383,0.6818181818181819,0.4705882352941176,0.0150479000294581,1.0,0.6,0.7499999999999999,0.0,0.1343099999940022,2
UBC1105,0.0,0.0,0.0,1.0,0.4908623000374064,1.0,0.981132075471698,0.9904761904761904,0.0,0.0355705999972997,1.0,0.981132075471698,0.9904761904761904,0.0,0.0131608000956475,1.0,0.9807692307692308,0.9902912621359222,0.0,0.131805699900724,1
UBC1106,0.0,0.0,0.0,1.0,1.0989076000405475,1.0,0.9714285714285714,0.9855072463768116,0.0,0.0306900999930803,0.918918918918919,0.9714285714285714,0.9444444444444444,0.081081081081081,0.0144315999932587,1.0,1.0,1.0,0.0,0.1304780000355094,0
UBC1107,0.4769230769230769,1.0,0.6458333333333334,0.523076923076923,0.9847293000202626,0.0,0.0,0.0,1.0,0.0312798000013572,0.7380952380952381,1.0,0.8493150684931507,0.2619047619047618,0.0115878999931737,1.0,0.967741935483871,0.9836065573770492,0.0,0.1240559999132528,1
UBC1108,0.0,0.0,0.0,1.0,1.0813825000077486,1.0,1.0,1.0,0.0,0.0385581000009551,1.0,1.0,1.0,0.0,0.0151913999579846,1.0,0.9464285714285714,0.9724770642201834,0.0,0.1325790000846609,2
UBC1109,1.0,1.0,1.0,0.0,1.0742772999219596,1.0,1.0,1.0,0.0,0.0349523999975645,1.0,1.0,1.0,0.0,0.0105978000210598,1.0,0.90625,0.9508196721311476,0.0,0.1565341999521479,2
UBC1110,1.0,1.0,1.0,0.0,1.160955199971795,1.0,1.0,1.0,0.0,0.049169099998835,0.9047619047619048,1.0,0.95,0.0952380952380952,0.010783200035803,1.0,1.0,1.0,0.0,0.1494227000512182,0
