source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,parallax
2062750888226084480,16.90969,17.72015,16.01745,1.7026997,0.3172884500043892
2064919022072142208,16.736053,17.598999,15.813322,1.785677,0.3333320307933583
2064919777986405120,16.199654,16.909752,15.347974,1.5617781,0.2777697843535356
2066939237246921728,16.73461,17.376158,15.853736,1.5224218,0.2575463694173975
2066987508383145088,17.197824,17.970736,16.25912,1.7116146,0.2585854886577531
2066987856277557760,15.861911,16.66652,14.956952,1.7095671,0.2946055762261697
2067034963476760832,17.387262,18.160206,16.503996,1.65621,0.2699820373538282
2067192605954993280,15.8082075,16.842337,14.797108,2.045229,0.604354788257907
2067210949757885056,17.507515,19.102016,16.30603,2.7959862,0.6065079582393662
2069301950297856000,17.72422,18.999287,16.604895,2.394392,0.4212220419856421
2069307482215811840,16.157515,17.135166,15.160241,1.974925,0.3846614243462418
2069307649713914112,17.82483,19.040045,16.748333,2.2917118,0.4397601248118404
2069307757093707136,15.116678,16.007998,14.165129,1.8428688,0.4193995962385641
2069308646146407936,17.202827,18.205523,16.208244,1.9972782,0.4118582036956162
2070929017047024128,15.722489,16.17614,15.074768,1.1013718,0.3366839028542578
2070929811629262976,15.684142,16.12666,15.062265,1.064394,0.3216861312923524
2070929914708466688,15.968656,16.451605,15.258597,1.1930075,0.3310519445521626
2070930017787689728,13.581161,13.911548,13.069064,0.8424835,0.3432297279274378
2071023544997804032,15.438238,15.771224,14.925163,0.84606075,0.3529477393996273
2071023682436683392,12.977677,13.304754,12.465924,0.83883,0.3195644341265455
2071336454823929344,16.45966,17.120243,15.664748,1.4554949,0.4447232002400616
2071336630928385536,16.259516,16.83019,15.509633,1.3205576,0.38439863948188
2071524441256228480,14.509874,14.966881,13.870684,1.0961971,0.3912541637186797
2071524475615971328,16.189531,16.772112,15.450006,1.3221064,0.3860425434853155
2079296167389545216,17.089222,17.553411,16.404774,1.1486378,0.1980921861049954
