cluster,method,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,extra_1,extra_2
UBC1199,heuristic_cut,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.0080676000798121,center0,0.0,0.6846180984185171,HC_SINGLE_SIGMA_2.50,477.0,
UBC1200,heuristic_cut,8844,8844,0,44,44,1.0,1.0,1.0,0.0,0.0221480999607592,center0,0.0,0.7953329319354826,HC_SINGLE_SIGMA_2.50,480.0,
UBC1201,heuristic_cut,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.0137693000724539,center0,0.0,0.7997753650896453,HC_SINGLE_SIGMA_2.50,488.0,
UBC1202,heuristic_cut,10251,10251,0,51,178,0.2752808988764045,0.9607843137254902,0.4279475982532751,0.7247191011235955,0.0146213000407442,center0,0.0,1.6826105968943168,HC_SINGLE_SIGMA_2.50,484.0,
UBC1203,heuristic_cut,5025,5025,0,25,28,0.8928571428571429,1.0,0.9433962264150944,0.1071428571428571,0.0095316000515595,center0,0.0,0.7315564391086382,HC_SINGLE_SIGMA_2.50,483.0,
UBC1204,heuristic_cut,7236,7236,0,36,36,1.0,1.0,1.0,0.0,0.010960999992676,center0,0.0,0.7434694237703239,HC_SINGLE_SIGMA_2.50,488.0,
UBC1205,heuristic_cut,10653,10653,0,53,53,1.0,1.0,1.0,0.0,0.0132001000456511,center0,0.0,0.83154931404904,HC_SINGLE_SIGMA_2.50,482.0,
UBC1206,heuristic_cut,3216,3216,0,16,16,1.0,1.0,1.0,0.0,0.0083495000144466,center0,0.0,0.5798501956887657,HC_SINGLE_SIGMA_2.50,487.0,
UBC1207,heuristic_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.0091653000563383,center0,0.0,0.6631251976951938,HC_SINGLE_SIGMA_2.50,490.0,
UBC1208,heuristic_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.0087957999203354,center0,0.0,0.6548957855567318,HC_SINGLE_SIGMA_2.50,490.0,
UBC1209,heuristic_cut,20188,20190,2,188,184,0.9728260869565216,0.9421052631578948,0.9572192513368984,0.0271739130434782,0.0275338999927043,center0,0.0,1.2010765197777422,HC_SINGLE_SIGMA_2.50,487.0,
UBC1210,heuristic_cut,4824,4824,0,24,140,0.1714285714285714,1.0,0.2926829268292683,0.8285714285714285,0.0124281999887898,center0,0.0,1.5498244001032218,HC_SINGLE_SIGMA_2.50,482.0,
UBC1211,heuristic_cut,8844,8844,0,44,44,1.0,1.0,1.0,0.0,0.0131101999431848,center0,0.0,0.783443263753944,HC_SINGLE_SIGMA_2.50,485.0,
UBC1212,heuristic_cut,5025,5025,0,25,25,1.0,1.0,1.0,0.0,0.0088957999832928,center0,0.0,0.6693714427767827,HC_SINGLE_SIGMA_2.50,485.0,
UBC1213,heuristic_cut,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.0076472000218927,center0,0.0,0.6190059744734456,HC_SINGLE_SIGMA_2.50,485.0,
UBC1214,heuristic_cut,4221,4221,0,21,21,1.0,1.0,1.0,0.0,0.0079212000127881,center0,0.0,0.6374385490883875,HC_SINGLE_SIGMA_2.50,485.0,
UBC1215,heuristic_cut,9648,9648,0,48,48,1.0,1.0,1.0,0.0,0.017793699982576,center0,0.0,0.8141729097019001,HC_SINGLE_SIGMA_2.50,485.0,
UBC1216,heuristic_cut,5829,5829,0,29,327,0.0886850152905198,1.0,0.1629213483146067,0.91131498470948,0.0121387999970465,center0,0.0,1.9309612583971048,HC_SINGLE_SIGMA_2.50,483.0,
UBC1217,heuristic_cut,3014,3014,0,14,14,1.0,1.0,1.0,0.0,0.0066656999988481,center0,0.0,0.5578527920721199,HC_SINGLE_SIGMA_2.50,488.0,
UBC1218,heuristic_cut,12261,12261,0,61,60,1.0,0.9836065573770492,0.9917355371900828,0.0,0.0134529999922961,center0,0.0,0.8701394202469624,HC_SINGLE_SIGMA_2.50,481.0,
UBC1219,heuristic_cut,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.0067079000873491,center0,0.0,0.6259219395909598,HC_SINGLE_SIGMA_2.50,488.0,
UBC1220,heuristic_cut,5829,5829,0,29,29,1.0,1.0,1.0,0.0,0.0104920999146997,center0,0.0,0.705818884143596,HC_SINGLE_SIGMA_2.50,483.0,
UBC1221,heuristic_cut,5225,5226,1,25,25,1.0,0.9615384615384616,0.9803921568627452,0.0,0.0085437999805435,center0,0.0,0.669184921216829,HC_SINGLE_SIGMA_2.50,485.0,
UBC1222,heuristic_cut,9648,9648,0,48,48,1.0,1.0,1.0,0.0,0.0117497000610455,center0,0.0,0.8041784419815108,HC_SINGLE_SIGMA_2.50,487.0,
UBC1223,heuristic_cut,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.0071711000055074,center0,0.0,0.6872656287060213,HC_SINGLE_SIGMA_2.50,481.0,
UBC1224,heuristic_cut,8039,8040,1,39,42,0.9285714285714286,0.975,0.951219512195122,0.0714285714285714,0.0136718000285327,center0,0.0,0.8271403895046221,HC_SINGLE_SIGMA_2.50,487.0,
UBC1225,heuristic_cut,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.0144635000033304,center0,0.0,0.7361526101423342,HC_SINGLE_SIGMA_2.50,478.0,
UBC1226,heuristic_cut,10050,10050,0,50,50,1.0,1.0,1.0,0.0,0.0141744000138714,center0,0.0,0.8379434806353174,HC_SINGLE_SIGMA_2.50,483.0,
UBC1227,heuristic_cut,3011,3011,0,11,252,0.0,0.0,0.0,1.0,0.0084530999884009,center0,0.0,2.6484963973106286,HC_SINGLE_SIGMA_2.50,483.0,
UBC1228,heuristic_cut,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.0080474000424146,center0,0.0,0.6991696634695959,HC_SINGLE_SIGMA_2.50,487.0,
UBC1229,heuristic_cut,3819,3819,0,19,19,1.0,1.0,1.0,0.0,0.0074200999224558,center0,0.0,0.6190906009863185,HC_SINGLE_SIGMA_2.50,487.0,
UBC1230,heuristic_cut,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.0061440999852493,center0,0.0,0.6060252897714957,HC_SINGLE_SIGMA_2.50,488.0,
UBC1231,heuristic_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.0084941999521106,center0,0.0,0.6824642844702922,HC_SINGLE_SIGMA_2.50,488.0,
UBC1232,heuristic_cut,8039,8040,1,39,39,1.0,0.975,0.9873417721518988,0.0,0.012742800056003,center0,0.0,0.7743069443062734,HC_SINGLE_SIGMA_2.50,481.0,
UBC1233,heuristic_cut,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.0119137999136,center0,0.0,0.7918469675831699,HC_SINGLE_SIGMA_2.50,483.0,
UBC1234,heuristic_cut,9848,9849,1,48,66,0.7272727272727273,0.979591836734694,0.8347826086956521,0.2727272727272727,0.0139310000231489,center0,0.0,1.0148747270003322,HC_SINGLE_SIGMA_2.50,484.0,
UBC1235,heuristic_cut,4020,4020,0,20,21,0.9523809523809524,1.0,0.975609756097561,0.0476190476190476,0.0082728000124916,center0,0.0,0.6498313102741528,HC_SINGLE_SIGMA_2.50,488.0,
UBC1236,heuristic_cut,20111,20112,1,111,117,0.9487179487179488,0.9910714285714286,0.9694323144104804,0.0512820512820513,0.0201378000201657,center0,0.0,1.0244278703634662,HC_SINGLE_SIGMA_2.50,488.0,
UBC1237,heuristic_cut,10250,10251,1,50,147,0.3401360544217687,0.9803921568627452,0.5050505050505051,0.6598639455782314,0.0135199000360444,center0,0.0,1.3009143437718356,HC_SINGLE_SIGMA_2.50,486.0,
UBC1238,heuristic_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.0087916000047698,center0,0.0,0.6662657110809324,HC_SINGLE_SIGMA_2.50,481.0,
UBC1239,heuristic_cut,4622,4623,1,22,22,1.0,0.9565217391304348,0.9777777777777776,0.0,0.0146815000334754,center0,0.0,0.6452320271270751,HC_SINGLE_SIGMA_2.50,485.0,
UBC1240,heuristic_cut,9446,9447,1,46,53,0.8679245283018868,0.9787234042553192,0.92,0.1320754716981131,0.0134363999823108,center0,0.0,0.8870310720177041,HC_SINGLE_SIGMA_2.50,485.0,
UBC1241,heuristic_cut,9848,9849,1,48,48,1.0,0.979591836734694,0.9896907216494846,0.0,0.0121588000329211,center0,0.0,0.8178719739566609,HC_SINGLE_SIGMA_2.50,484.0,
UBC1242,heuristic_cut,11658,11658,0,58,62,0.935483870967742,1.0,0.9666666666666666,0.0645161290322581,0.0162382000125944,center0,0.0,0.9110707637282808,HC_SINGLE_SIGMA_2.50,487.0,
UBC1243,heuristic_cut,6230,6231,1,30,30,1.0,0.967741935483871,0.9836065573770492,0.0,0.0122519000433385,center0,0.0,0.7072754249976095,HC_SINGLE_SIGMA_2.50,480.0,
UBC1244,heuristic_cut,20105,20106,1,105,97,1.0,0.9150943396226416,0.955665024630542,0.0,0.0325919000897556,center0,0.0,0.991683383198161,HC_SINGLE_SIGMA_2.50,486.0,
UBC1245,heuristic_cut,3818,3819,1,18,29,0.6206896551724138,0.9473684210526316,0.75,0.3793103448275862,0.012422600062564,center0,0.0,0.8455794528815797,HC_SINGLE_SIGMA_2.50,482.0,
UBC1246,heuristic_cut,13461,13462,1,66,390,0.1692307692307692,0.9850746268656716,0.2888402625820568,0.8307692307692307,0.0220720000797882,center0,0.0,1.6601665136183197,HC_SINGLE_SIGMA_2.50,485.0,
UBC1247,heuristic_cut,3014,3014,0,14,288,0.0,0.0,0.0,1.0,0.0113679999485611,center0,0.0,2.622753435309254,HC_SINGLE_SIGMA_2.50,487.0,
UBC1248,heuristic_cut,7437,7437,0,37,47,0.7872340425531915,1.0,0.880952380952381,0.2127659574468084,0.0109270999673753,center0,0.0,0.9143729274203783,HC_SINGLE_SIGMA_2.50,480.0,
UBC1249,heuristic_cut,19697,19698,1,97,96,0.9791666666666666,0.9591836734693876,0.9690721649484536,0.0208333333333333,0.0212847999064251,center0,0.0,0.987593283938439,HC_SINGLE_SIGMA_2.50,486.0,
UBC1250,heuristic_cut,5627,5628,1,27,27,1.0,0.9642857142857144,0.9818181818181818,0.0,0.0181267000734806,center0,0.0,0.6922570594952535,HC_SINGLE_SIGMA_2.50,484.0,
UBC1251,heuristic_cut,3818,3819,1,18,18,1.0,0.9473684210526316,0.972972972972973,0.0,0.0086692000040784,center0,0.0,0.6072492599760875,HC_SINGLE_SIGMA_2.50,487.0,
UBC1252,heuristic_cut,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.0096760999877005,center0,0.0,0.6448960674094437,HC_SINGLE_SIGMA_2.50,482.0,
UBC1253,heuristic_cut,8241,8241,0,41,41,1.0,1.0,1.0,0.0,0.0135894999839365,center0,0.0,0.7846588480183795,HC_SINGLE_SIGMA_2.50,485.0,
UBC1254,heuristic_cut,20108,20109,1,108,449,0.2338530066815144,0.963302752293578,0.3763440860215054,0.7661469933184855,0.022878999938257,center0,0.0,1.594025597495027,HC_SINGLE_SIGMA_2.50,487.0,
UBC1255,heuristic_cut,12662,12663,1,62,62,1.0,0.984126984126984,0.992,0.0,0.0166203000117093,center0,0.0,0.8901218507799107,HC_SINGLE_SIGMA_2.50,482.0,
UBC1256,heuristic_cut,11455,11456,1,56,115,0.4869565217391304,0.9824561403508772,0.6511627906976745,0.5130434782608695,0.0193135999143123,center0,0.0,1.218222760101232,HC_SINGLE_SIGMA_2.50,484.0,
UBC1257,heuristic_cut,3011,3011,0,11,320,0.0,0.0,0.0,1.0,0.0114422999322414,center0,0.0,2.956981234002529,HC_SINGLE_SIGMA_2.50,487.0,
UBC1258,heuristic_cut,4824,4824,0,24,41,0.5853658536585366,1.0,0.7384615384615384,0.4146341463414634,0.0161388999549672,center0,0.0,0.9549239340135768,HC_SINGLE_SIGMA_2.50,480.0,
UBC1259,heuristic_cut,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.0097943999571725,center0,0.0,0.6336771092359116,HC_SINGLE_SIGMA_2.50,480.0,
UBC1260,heuristic_cut,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.0105956000043079,center0,0.0,0.6139611769741162,HC_SINGLE_SIGMA_2.50,486.0,
UBC1261,heuristic_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.0121908999281004,center0,0.0,0.7270735365671684,HC_SINGLE_SIGMA_2.50,488.0,
UBC1262,heuristic_cut,10452,10452,0,52,57,0.912280701754386,1.0,0.9541284403669724,0.087719298245614,0.0144356000237166,center0,0.0,0.871336814834208,HC_SINGLE_SIGMA_2.50,488.0,
UBC1263,heuristic_cut,7838,7839,1,38,47,0.8085106382978723,0.9743589743589745,0.8837209302325582,0.1914893617021277,0.0160979999927803,center0,0.0,0.8839476619889742,HC_SINGLE_SIGMA_2.50,486.0,
UBC1264,heuristic_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.0114103999221697,center0,0.0,0.7695298712890157,HC_SINGLE_SIGMA_2.50,489.0,
UBC1265,heuristic_cut,9612,9612,0,48,333,0.1441441441441441,1.0,0.2519685039370078,0.8558558558558559,0.0173084000125527,center0,0.0,1.506136389322574,HC_SINGLE_SIGMA_2.50,485.0,
UBC1266,heuristic_cut,3012,3012,0,12,386,0.0155440414507772,0.5,0.0301507537688442,0.9844559585492229,0.0136411999119445,center0,0.0,2.014456964667968,HC_SINGLE_SIGMA_2.50,489.0,
UBC1267,heuristic_cut,7839,7839,0,39,375,0.0986666666666666,0.9487179487179488,0.178743961352657,0.9013333333333332,0.0138838000129908,center0,0.0,1.7072295290220647,HC_SINGLE_SIGMA_2.50,489.0,
UBC1268,heuristic_cut,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.009907400002703,center0,0.0,0.6575958688842534,HC_SINGLE_SIGMA_2.50,483.0,
UBC1269,heuristic_cut,3819,3819,0,19,26,0.7307692307692307,1.0,0.8444444444444443,0.2692307692307693,0.0091465000296011,center0,0.0,0.7959795236792289,HC_SINGLE_SIGMA_2.50,484.0,
UBC1270,heuristic_cut,7839,7839,0,39,320,0.021875,0.1794871794871795,0.0389972144846796,0.978125,0.0158844999969005,center0,0.0,1.81770401423019,HC_SINGLE_SIGMA_2.50,488.0,
UBC1271,heuristic_cut,6834,6834,0,34,34,1.0,1.0,1.0,0.0,0.0125317999627441,center0,0.0,0.7452525817786357,HC_SINGLE_SIGMA_2.50,479.0,
UBC1272,heuristic_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.0097840999951586,center0,0.0,0.682068802064272,HC_SINGLE_SIGMA_2.50,486.0,
UBC1273,heuristic_cut,7236,7236,0,36,48,0.75,1.0,0.8571428571428571,0.25,0.0124778000172227,center0,0.0,0.9334915998528764,HC_SINGLE_SIGMA_2.50,484.0,
UBC1274,heuristic_cut,9849,9849,0,49,49,1.0,1.0,1.0,0.0,0.0142275999533012,center0,0.0,0.8242731946293972,HC_SINGLE_SIGMA_2.50,483.0,
